season,md,home_team,away_team,home_goals,away_goals
1974/1975 Nord,1,Hannover 96,Alemannia Aachen,3,0
1974/1975 Nord,1,FC Bayer 05 Uerdingen,SC Preußen Münster,3,1
1974/1975 Nord,1,Olympia Wilhelmshaven,SpVgg Erkenschwick,1,2
1974/1975 Nord,1,1. SC Göttingen 05,DJK Gütersloh,5,2
1974/1975 Nord,1,Schwarz-Weiss Essen,VfL Wolfsburg,0,0
1974/1975 Nord,1,Wacker 04 Berlin,Rot-Weiß Oberhausen,1,1
1974/1975 Nord,1,Fortuna Cologne,HSV Barmbek-Uhlenhorst,4,0
1974/1975 Nord,1,FC St. Pauli,SG Wattenscheid 09,1,3
1974/1975 Nord,1,Arminia Bielefeld,Borussia Dortmund,1,1
1974/1975 Nord,1,1. FC Mülheim,VfL Osnabrück,1,0
1974/1975 Nord,2,DJK Gütersloh,FC St. Pauli,2,2
1974/1975 Nord,2,Alemannia Aachen,Fortuna Cologne,1,1
1974/1975 Nord,2,SpVgg Erkenschwick,Schwarz-Weiss Essen,2,1
1974/1975 Nord,2,Borussia Dortmund,Hannover 96,3,1
1974/1975 Nord,2,SC Preußen Münster,Wacker 04 Berlin,1,1
1974/1975 Nord,2,VfL Wolfsburg,1. FC Mülheim,1,0
1974/1975 Nord,2,SG Wattenscheid 09,Olympia Wilhelmshaven,2,2
1974/1975 Nord,2,Rot-Weiß Oberhausen,Arminia Bielefeld,2,2
1974/1975 Nord,2,VfL Osnabrück,FC Bayer 05 Uerdingen,2,0
1974/1975 Nord,2,HSV Barmbek-Uhlenhorst,1. SC Göttingen 05,2,1
1974/1975 Nord,3,1. SC Göttingen 05,FC St. Pauli,5,0
1974/1975 Nord,3,Hannover 96,Rot-Weiß Oberhausen,5,2
1974/1975 Nord,3,Fortuna Cologne,Borussia Dortmund,2,0
1974/1975 Nord,3,1. FC Mülheim,SpVgg Erkenschwick,3,1
1974/1975 Nord,3,Schwarz-Weiss Essen,SG Wattenscheid 09,2,0
1974/1975 Nord,3,Arminia Bielefeld,SC Preußen Münster,3,2
1974/1975 Nord,3,HSV Barmbek-Uhlenhorst,Alemannia Aachen,2,1
1974/1975 Nord,3,FC Bayer 05 Uerdingen,VfL Wolfsburg,4,1
1974/1975 Nord,3,Olympia Wilhelmshaven,DJK Gütersloh,2,1
1974/1975 Nord,3,Wacker 04 Berlin,VfL Osnabrück,2,1
1974/1975 Nord,4,FC St. Pauli,Olympia Wilhelmshaven,2,1
1974/1975 Nord,4,VfL Wolfsburg,Wacker 04 Berlin,3,1
1974/1975 Nord,4,Rot-Weiß Oberhausen,Fortuna Cologne,1,2
1974/1975 Nord,4,SC Preußen Münster,Hannover 96,1,1
1974/1975 Nord,4,Borussia Dortmund,HSV Barmbek-Uhlenhorst,2,1
1974/1975 Nord,4,DJK Gütersloh,Schwarz-Weiss Essen,3,1
1974/1975 Nord,4,VfL Osnabrück,Arminia Bielefeld,1,1
1974/1975 Nord,4,SG Wattenscheid 09,1. FC Mülheim,3,2
1974/1975 Nord,4,Alemannia Aachen,1. SC Göttingen 05,0,2
1974/1975 Nord,4,SpVgg Erkenschwick,FC Bayer 05 Uerdingen,1,3
1974/1975 Nord,5,1. FC Mülheim,DJK Gütersloh,1,0
1974/1975 Nord,5,Alemannia Aachen,Borussia Dortmund,0,1
1974/1975 Nord,5,FC Bayer 05 Uerdingen,SG Wattenscheid 09,1,0
1974/1975 Nord,5,Fortuna Cologne,SC Preußen Münster,4,1
1974/1975 Nord,5,Schwarz-Weiss Essen,FC St. Pauli,1,1
1974/1975 Nord,5,Wacker 04 Berlin,SpVgg Erkenschwick,0,1
1974/1975 Nord,5,HSV Barmbek-Uhlenhorst,Rot-Weiß Oberhausen,0,1
1974/1975 Nord,5,1. SC Göttingen 05,Olympia Wilhelmshaven,5,2
1974/1975 Nord,5,Arminia Bielefeld,VfL Wolfsburg,1,1
1974/1975 Nord,5,Hannover 96,VfL Osnabrück,2,0
1974/1975 Nord,6,Rot-Weiß Oberhausen,Alemannia Aachen,2,1
1974/1975 Nord,6,FC St. Pauli,1. FC Mülheim,3,1
1974/1975 Nord,6,VfL Wolfsburg,Hannover 96,3,4
1974/1975 Nord,6,SG Wattenscheid 09,Wacker 04 Berlin,2,1
1974/1975 Nord,6,SC Preußen Münster,HSV Barmbek-Uhlenhorst,1,1
1974/1975 Nord,6,VfL Osnabrück,Fortuna Cologne,0,2
1974/1975 Nord,6,SpVgg Erkenschwick,Arminia Bielefeld,0,2
1974/1975 Nord,6,Olympia Wilhelmshaven,Schwarz-Weiss Essen,5,2
1974/1975 Nord,6,Borussia Dortmund,1. SC Göttingen 05,2,2
1974/1975 Nord,6,DJK Gütersloh,FC Bayer 05 Uerdingen,1,1
1974/1975 Nord,7,1. FC Mülheim,Olympia Wilhelmshaven,1,0
1974/1975 Nord,7,Wacker 04 Berlin,DJK Gütersloh,1,0
1974/1975 Nord,7,HSV Barmbek-Uhlenhorst,VfL Osnabrück,1,3
1974/1975 Nord,7,Alemannia Aachen,SC Preußen Münster,2,1
1974/1975 Nord,7,Arminia Bielefeld,SG Wattenscheid 09,1,1
1974/1975 Nord,7,Hannover 96,SpVgg Erkenschwick,7,1
1974/1975 Nord,7,1. SC Göttingen 05,Schwarz-Weiss Essen,1,1
1974/1975 Nord,7,Fortuna Cologne,VfL Wolfsburg,2,1
1974/1975 Nord,7,FC Bayer 05 Uerdingen,FC St. Pauli,2,0
1974/1975 Nord,7,Borussia Dortmund,Rot-Weiß Oberhausen,4,0
1974/1975 Nord,8,Olympia Wilhelmshaven,FC Bayer 05 Uerdingen,2,4
1974/1975 Nord,8,VfL Osnabrück,Alemannia Aachen,2,0
1974/1975 Nord,8,Rot-Weiß Oberhausen,1. SC Göttingen 05,1,0
1974/1975 Nord,8,FC St. Pauli,Wacker 04 Berlin,1,2
1974/1975 Nord,8,DJK Gütersloh,Arminia Bielefeld,1,2
1974/1975 Nord,8,SC Preußen Münster,Borussia Dortmund,1,0
1974/1975 Nord,8,Schwarz-Weiss Essen,1. FC Mülheim,2,1
1974/1975 Nord,8,SpVgg Erkenschwick,Fortuna Cologne,5,2
1974/1975 Nord,8,SG Wattenscheid 09,Hannover 96,1,3
1974/1975 Nord,8,VfL Wolfsburg,HSV Barmbek-Uhlenhorst,2,0
1974/1975 Nord,9,Wacker 04 Berlin,Olympia Wilhelmshaven,3,0
1974/1975 Nord,9,FC Bayer 05 Uerdingen,Schwarz-Weiss Essen,3,0
1974/1975 Nord,9,HSV Barmbek-Uhlenhorst,SpVgg Erkenschwick,3,2
1974/1975 Nord,9,Borussia Dortmund,VfL Osnabrück,3,1
1974/1975 Nord,9,1. SC Göttingen 05,1. FC Mülheim,2,0
1974/1975 Nord,9,Alemannia Aachen,VfL Wolfsburg,2,1
1974/1975 Nord,9,Fortuna Cologne,SG Wattenscheid 09,2,0
1974/1975 Nord,9,Hannover 96,DJK Gütersloh,6,1
1974/1975 Nord,9,Rot-Weiß Oberhausen,SC Preußen Münster,2,1
1974/1975 Nord,9,Arminia Bielefeld,FC St. Pauli,1,1
1974/1975 Nord,10,SC Preußen Münster,1. SC Göttingen 05,3,0
1974/1975 Nord,10,SG Wattenscheid 09,HSV Barmbek-Uhlenhorst,4,0
1974/1975 Nord,10,Schwarz-Weiss Essen,Wacker 04 Berlin,2,1
1974/1975 Nord,10,DJK Gütersloh,Fortuna Cologne,2,0
1974/1975 Nord,10,1. FC Mülheim,FC Bayer 05 Uerdingen,1,1
1974/1975 Nord,10,VfL Wolfsburg,Borussia Dortmund,0,0
1974/1975 Nord,10,Olympia Wilhelmshaven,Arminia Bielefeld,1,2
1974/1975 Nord,10,FC St. Pauli,Hannover 96,0,1
1974/1975 Nord,10,SpVgg Erkenschwick,Alemannia Aachen,0,0
1974/1975 Nord,10,VfL Osnabrück,Rot-Weiß Oberhausen,1,1
1974/1975 Nord,11,Wacker 04 Berlin,1. FC Mülheim,2,2
1974/1975 Nord,11,Rot-Weiß Oberhausen,VfL Wolfsburg,5,1
1974/1975 Nord,11,Arminia Bielefeld,Schwarz-Weiss Essen,2,1
1974/1975 Nord,11,Hannover 96,Olympia Wilhelmshaven,2,0
1974/1975 Nord,11,1. SC Göttingen 05,FC Bayer 05 Uerdingen,1,1
1974/1975 Nord,11,Fortuna Cologne,FC St. Pauli,1,1
1974/1975 Nord,11,HSV Barmbek-Uhlenhorst,DJK Gütersloh,0,0
1974/1975 Nord,11,SC Preußen Münster,VfL Osnabrück,3,3
1974/1975 Nord,11,Alemannia Aachen,SG Wattenscheid 09,0,0
1974/1975 Nord,11,Borussia Dortmund,SpVgg Erkenschwick,2,1
1974/1975 Nord,12,SpVgg Erkenschwick,Rot-Weiß Oberhausen,1,1
1974/1975 Nord,12,SG Wattenscheid 09,Borussia Dortmund,2,0
1974/1975 Nord,12,Olympia Wilhelmshaven,Fortuna Cologne,0,1
1974/1975 Nord,12,Schwarz-Weiss Essen,Hannover 96,0,0
1974/1975 Nord,12,1. FC Mülheim,Arminia Bielefeld,2,2
1974/1975 Nord,12,FC Bayer 05 Uerdingen,Wacker 04 Berlin,3,0
1974/1975 Nord,12,DJK Gütersloh,Alemannia Aachen,4,2
1974/1975 Nord,12,VfL Wolfsburg,SC Preußen Münster,1,1
1974/1975 Nord,12,VfL Osnabrück,1. SC Göttingen 05,5,1
1974/1975 Nord,12,FC St. Pauli,HSV Barmbek-Uhlenhorst,3,1
1974/1975 Nord,13,Arminia Bielefeld,FC Bayer 05 Uerdingen,0,0
1974/1975 Nord,13,Borussia Dortmund,DJK Gütersloh,2,1
1974/1975 Nord,13,Alemannia Aachen,FC St. Pauli,1,2
1974/1975 Nord,13,1. SC Göttingen 05,Wacker 04 Berlin,1,0
1974/1975 Nord,13,SC Preußen Münster,SpVgg Erkenschwick,5,1
1974/1975 Nord,13,Hannover 96,1. FC Mülheim,4,1
1974/1975 Nord,13,Rot-Weiß Oberhausen,SG Wattenscheid 09,2,2
1974/1975 Nord,13,Fortuna Cologne,Schwarz-Weiss Essen,2,1
1974/1975 Nord,13,VfL Osnabrück,VfL Wolfsburg,3,0
1974/1975 Nord,13,HSV Barmbek-Uhlenhorst,Olympia Wilhelmshaven,0,0
1974/1975 Nord,14,SpVgg Erkenschwick,VfL Osnabrück,1,0
1974/1975 Nord,14,Wacker 04 Berlin,Arminia Bielefeld,5,3
1974/1975 Nord,14,VfL Wolfsburg,1. SC Göttingen 05,0,1
1974/1975 Nord,14,DJK Gütersloh,Rot-Weiß Oberhausen,1,1
1974/1975 Nord,14,Schwarz-Weiss Essen,HSV Barmbek-Uhlenhorst,5,0
1974/1975 Nord,14,FC Bayer 05 Uerdingen,Hannover 96,6,3
1974/1975 Nord,14,Olympia Wilhelmshaven,Alemannia Aachen,2,2
1974/1975 Nord,14,FC St. Pauli,Borussia Dortmund,1,4
1974/1975 Nord,14,1. FC Mülheim,Fortuna Cologne,2,1
1974/1975 Nord,14,SG Wattenscheid 09,SC Preußen Münster,4,0
1974/1975 Nord,15,VfL Wolfsburg,SpVgg Erkenschwick,0,3
1974/1975 Nord,15,VfL Osnabrück,SG Wattenscheid 09,2,1
1974/1975 Nord,15,Alemannia Aachen,Schwarz-Weiss Essen,8,1
1974/1975 Nord,15,Rot-Weiß Oberhausen,FC St. Pauli,0,0
1974/1975 Nord,15,HSV Barmbek-Uhlenhorst,1. FC Mülheim,0,1
1974/1975 Nord,15,1. SC Göttingen 05,Arminia Bielefeld,2,2
1974/1975 Nord,15,Fortuna Cologne,FC Bayer 05 Uerdingen,1,0
1974/1975 Nord,15,Hannover 96,Wacker 04 Berlin,7,0
1974/1975 Nord,15,Borussia Dortmund,Olympia Wilhelmshaven,1,1
1974/1975 Nord,15,SC Preußen Münster,DJK Gütersloh,3,3
1974/1975 Nord,16,Wacker 04 Berlin,Fortuna Cologne,4,2
1974/1975 Nord,16,SpVgg Erkenschwick,1. SC Göttingen 05,2,0
1974/1975 Nord,16,HSV Barmbek-Uhlenhorst,FC Bayer 05 Uerdingen,1,1
1974/1975 Nord,16,DJK Gütersloh,VfL Osnabrück,1,1
1974/1975 Nord,16,Olympia Wilhelmshaven,Rot-Weiß Oberhausen,4,0
1974/1975 Nord,16,SG Wattenscheid 09,VfL Wolfsburg,3,2
1974/1975 Nord,16,1. FC Mülheim,Alemannia Aachen,2,4
1974/1975 Nord,16,Arminia Bielefeld,Hannover 96,1,0
1974/1975 Nord,16,FC St. Pauli,SC Preußen Münster,1,1
1974/1975 Nord,16,Schwarz-Weiss Essen,Borussia Dortmund,1,1
1974/1975 Nord,17,VfL Wolfsburg,DJK Gütersloh,2,1
1974/1975 Nord,17,Alemannia Aachen,FC Bayer 05 Uerdingen,2,2
1974/1975 Nord,17,SpVgg Erkenschwick,SG Wattenscheid 09,2,2
1974/1975 Nord,17,Borussia Dortmund,1. FC Mülheim,1,0
1974/1975 Nord,17,HSV Barmbek-Uhlenhorst,Wacker 04 Berlin,2,2
1974/1975 Nord,17,VfL Osnabrück,FC St. Pauli,2,1
1974/1975 Nord,17,Fortuna Cologne,Arminia Bielefeld,0,2
1974/1975 Nord,17,Rot-Weiß Oberhausen,Schwarz-Weiss Essen,1,2
1974/1975 Nord,17,SC Preußen Münster,Olympia Wilhelmshaven,2,1
1974/1975 Nord,17,Hannover 96,1. SC Göttingen 05,6,0
1974/1975 Nord,18,DJK Gütersloh,SpVgg Erkenschwick,1,1
1974/1975 Nord,18,Olympia Wilhelmshaven,VfL Osnabrück,2,1
1974/1975 Nord,18,Hannover 96,Fortuna Cologne,2,0
1974/1975 Nord,18,Schwarz-Weiss Essen,SC Preußen Münster,0,1
1974/1975 Nord,18,1. SC Göttingen 05,SG Wattenscheid 09,2,1
1974/1975 Nord,18,1. FC Mülheim,Rot-Weiß Oberhausen,1,1
1974/1975 Nord,18,FC St. Pauli,VfL Wolfsburg,10,2
1974/1975 Nord,18,Arminia Bielefeld,HSV Barmbek-Uhlenhorst,7,1
1974/1975 Nord,18,FC Bayer 05 Uerdingen,Borussia Dortmund,2,0
1974/1975 Nord,18,Wacker 04 Berlin,Alemannia Aachen,2,0
1974/1975 Nord,19,Borussia Dortmund,Wacker 04 Berlin,2,0
1974/1975 Nord,19,VfL Wolfsburg,Olympia Wilhelmshaven,6,2
1974/1975 Nord,19,Alemannia Aachen,Arminia Bielefeld,3,1
1974/1975 Nord,19,Fortuna Cologne,1. SC Göttingen 05,2,0
1974/1975 Nord,19,VfL Osnabrück,Schwarz-Weiss Essen,6,0
1974/1975 Nord,19,Rot-Weiß Oberhausen,FC Bayer 05 Uerdingen,1,3
1974/1975 Nord,19,SC Preußen Münster,1. FC Mülheim,4,0
1974/1975 Nord,19,HSV Barmbek-Uhlenhorst,Hannover 96,1,2
1974/1975 Nord,19,SG Wattenscheid 09,DJK Gütersloh,1,3
1974/1975 Nord,19,SpVgg Erkenschwick,FC St. Pauli,0,1
1974/1975 Nord,20,HSV Barmbek-Uhlenhorst,Fortuna Cologne,0,3
1974/1975 Nord,20,SG Wattenscheid 09,FC St. Pauli,2,1
1974/1975 Nord,20,VfL Wolfsburg,Schwarz-Weiss Essen,4,1
1974/1975 Nord,20,Rot-Weiß Oberhausen,Wacker 04 Berlin,2,0
1974/1975 Nord,20,SC Preußen Münster,FC Bayer 05 Uerdingen,3,0
1974/1975 Nord,20,Alemannia Aachen,Hannover 96,1,3
1974/1975 Nord,20,Borussia Dortmund,Arminia Bielefeld,1,1
1974/1975 Nord,20,SpVgg Erkenschwick,Olympia Wilhelmshaven,4,1
1974/1975 Nord,20,VfL Osnabrück,1. FC Mülheim,6,1
1974/1975 Nord,20,DJK Gütersloh,1. SC Göttingen 05,3,2
1974/1975 Nord,21,FC St. Pauli,DJK Gütersloh,1,0
1974/1975 Nord,21,Hannover 96,Borussia Dortmund,0,0
1974/1975 Nord,21,FC Bayer 05 Uerdingen,VfL Osnabrück,5,2
1974/1975 Nord,21,Olympia Wilhelmshaven,SG Wattenscheid 09,3,4
1974/1975 Nord,21,1. FC Mülheim,VfL Wolfsburg,2,1
1974/1975 Nord,21,1. SC Göttingen 05,HSV Barmbek-Uhlenhorst,2,1
1974/1975 Nord,21,Wacker 04 Berlin,SC Preußen Münster,1,4
1974/1975 Nord,21,Arminia Bielefeld,Rot-Weiß Oberhausen,1,1
1974/1975 Nord,21,Fortuna Cologne,Alemannia Aachen,5,2
1974/1975 Nord,21,Schwarz-Weiss Essen,SpVgg Erkenschwick,3,1
1974/1975 Nord,22,DJK Gütersloh,Olympia Wilhelmshaven,4,0
1974/1975 Nord,22,Borussia Dortmund,Fortuna Cologne,1,0
1974/1975 Nord,22,SC Preußen Münster,Arminia Bielefeld,1,2
1974/1975 Nord,22,Rot-Weiß Oberhausen,Hannover 96,0,4
1974/1975 Nord,22,FC St. Pauli,1. SC Göttingen 05,4,0
1974/1975 Nord,22,Alemannia Aachen,HSV Barmbek-Uhlenhorst,2,1
1974/1975 Nord,22,SG Wattenscheid 09,Schwarz-Weiss Essen,3,0
1974/1975 Nord,22,VfL Osnabrück,Wacker 04 Berlin,1,1
1974/1975 Nord,22,SpVgg Erkenschwick,1. FC Mülheim,1,2
1974/1975 Nord,22,VfL Wolfsburg,FC Bayer 05 Uerdingen,0,1
1974/1975 Nord,23,HSV Barmbek-Uhlenhorst,Borussia Dortmund,1,0
1974/1975 Nord,23,1. FC Mülheim,SG Wattenscheid 09,1,1
1974/1975 Nord,23,Wacker 04 Berlin,VfL Wolfsburg,4,2
1974/1975 Nord,23,Olympia Wilhelmshaven,FC St. Pauli,1,2
1974/1975 Nord,23,Fortuna Cologne,Rot-Weiß Oberhausen,1,0
1974/1975 Nord,23,1. SC Göttingen 05,Alemannia Aachen,5,2
1974/1975 Nord,23,Hannover 96,SC Preußen Münster,0,1
1974/1975 Nord,23,Schwarz-Weiss Essen,DJK Gütersloh,1,0
1974/1975 Nord,23,Arminia Bielefeld,VfL Osnabrück,1,1
1974/1975 Nord,23,FC Bayer 05 Uerdingen,SpVgg Erkenschwick,2,0
1974/1975 Nord,24,VfL Wolfsburg,Arminia Bielefeld,0,3
1974/1975 Nord,24,Borussia Dortmund,Alemannia Aachen,6,0
1974/1975 Nord,24,Rot-Weiß Oberhausen,HSV Barmbek-Uhlenhorst,1,1
1974/1975 Nord,24,FC St. Pauli,Schwarz-Weiss Essen,5,1
1974/1975 Nord,24,DJK Gütersloh,1. FC Mülheim,1,1
1974/1975 Nord,24,SC Preußen Münster,Fortuna Cologne,2,3
1974/1975 Nord,24,SpVgg Erkenschwick,Wacker 04 Berlin,2,2
1974/1975 Nord,24,VfL Osnabrück,Hannover 96,0,1
1974/1975 Nord,24,SG Wattenscheid 09,FC Bayer 05 Uerdingen,2,0
1974/1975 Nord,24,Olympia Wilhelmshaven,1. SC Göttingen 05,1,1
1974/1975 Nord,25,Alemannia Aachen,Rot-Weiß Oberhausen,3,1
1974/1975 Nord,25,Arminia Bielefeld,SpVgg Erkenschwick,2,3
1974/1975 Nord,25,FC Bayer 05 Uerdingen,DJK Gütersloh,2,2
1974/1975 Nord,25,Wacker 04 Berlin,SG Wattenscheid 09,3,3
1974/1975 Nord,25,HSV Barmbek-Uhlenhorst,SC Preußen Münster,1,0
1974/1975 Nord,25,1. FC Mülheim,FC St. Pauli,2,0
1974/1975 Nord,25,Fortuna Cologne,VfL Osnabrück,1,1
1974/1975 Nord,25,1. SC Göttingen 05,Borussia Dortmund,0,0
1974/1975 Nord,25,Hannover 96,VfL Wolfsburg,2,1
1974/1975 Nord,25,Schwarz-Weiss Essen,Olympia Wilhelmshaven,4,0
1974/1975 Nord,26,SG Wattenscheid 09,Arminia Bielefeld,4,0
1974/1975 Nord,26,FC St. Pauli,FC Bayer 05 Uerdingen,1,0
1974/1975 Nord,26,DJK Gütersloh,Wacker 04 Berlin,3,1
1974/1975 Nord,26,SC Preußen Münster,Alemannia Aachen,2,1
1974/1975 Nord,26,Schwarz-Weiss Essen,1. SC Göttingen 05,3,1
1974/1975 Nord,26,SpVgg Erkenschwick,Hannover 96,0,1
1974/1975 Nord,26,VfL Osnabrück,HSV Barmbek-Uhlenhorst,5,2
1974/1975 Nord,26,VfL Wolfsburg,Fortuna Cologne,1,5
1974/1975 Nord,26,Rot-Weiß Oberhausen,Borussia Dortmund,0,4
1974/1975 Nord,26,Olympia Wilhelmshaven,1. FC Mülheim,2,2
1974/1975 Nord,27,Hannover 96,SG Wattenscheid 09,4,1
1974/1975 Nord,27,1. SC Göttingen 05,Rot-Weiß Oberhausen,3,2
1974/1975 Nord,27,HSV Barmbek-Uhlenhorst,VfL Wolfsburg,3,1
1974/1975 Nord,27,1. FC Mülheim,Schwarz-Weiss Essen,1,1
1974/1975 Nord,27,Wacker 04 Berlin,FC St. Pauli,1,2
1974/1975 Nord,27,FC Bayer 05 Uerdingen,Olympia Wilhelmshaven,3,0
1974/1975 Nord,27,Arminia Bielefeld,DJK Gütersloh,3,1
1974/1975 Nord,27,Borussia Dortmund,SC Preußen Münster,4,3
1974/1975 Nord,27,Fortuna Cologne,SpVgg Erkenschwick,2,1
1974/1975 Nord,27,Alemannia Aachen,VfL Osnabrück,2,2
1974/1975 Nord,28,SpVgg Erkenschwick,HSV Barmbek-Uhlenhorst,1,1
1974/1975 Nord,28,Schwarz-Weiss Essen,FC Bayer 05 Uerdingen,1,2
1974/1975 Nord,28,VfL Osnabrück,Borussia Dortmund,3,2
1974/1975 Nord,28,FC St. Pauli,Arminia Bielefeld,3,0
1974/1975 Nord,28,SC Preußen Münster,Rot-Weiß Oberhausen,1,0
1974/1975 Nord,28,1. FC Mülheim,1. SC Göttingen 05,0,0
1974/1975 Nord,28,SG Wattenscheid 09,Fortuna Cologne,0,0
1974/1975 Nord,28,Olympia Wilhelmshaven,Wacker 04 Berlin,2,1
1974/1975 Nord,28,DJK Gütersloh,Hannover 96,3,2
1974/1975 Nord,28,VfL Wolfsburg,Alemannia Aachen,2,3
1974/1975 Nord,29,FC Bayer 05 Uerdingen,1. FC Mülheim,2,1
1974/1975 Nord,29,Hannover 96,FC St. Pauli,0,1
1974/1975 Nord,29,Borussia Dortmund,VfL Wolfsburg,2,2
1974/1975 Nord,29,Arminia Bielefeld,Olympia Wilhelmshaven,1,1
1974/1975 Nord,29,Wacker 04 Berlin,Schwarz-Weiss Essen,1,0
1974/1975 Nord,29,Rot-Weiß Oberhausen,VfL Osnabrück,1,1
1974/1975 Nord,29,1. SC Göttingen 05,SC Preußen Münster,3,2
1974/1975 Nord,29,Fortuna Cologne,DJK Gütersloh,4,1
1974/1975 Nord,29,Alemannia Aachen,SpVgg Erkenschwick,4,0
1974/1975 Nord,29,HSV Barmbek-Uhlenhorst,SG Wattenscheid 09,0,2
1974/1975 Nord,30,VfL Osnabrück,SC Preußen Münster,3,2
1974/1975 Nord,30,Olympia Wilhelmshaven,Hannover 96,2,0
1974/1975 Nord,30,VfL Wolfsburg,Rot-Weiß Oberhausen,2,0
1974/1975 Nord,30,Schwarz-Weiss Essen,Arminia Bielefeld,1,2
1974/1975 Nord,30,FC Bayer 05 Uerdingen,1. SC Göttingen 05,1,3
1974/1975 Nord,30,DJK Gütersloh,HSV Barmbek-Uhlenhorst,2,0
1974/1975 Nord,30,1. FC Mülheim,Wacker 04 Berlin,1,0
1974/1975 Nord,30,FC St. Pauli,Fortuna Cologne,3,2
1974/1975 Nord,30,SpVgg Erkenschwick,Borussia Dortmund,1,1
1974/1975 Nord,30,SG Wattenscheid 09,Alemannia Aachen,1,0
1974/1975 Nord,31,SC Preußen Münster,VfL Wolfsburg,2,2
1974/1975 Nord,31,Alemannia Aachen,DJK Gütersloh,2,1
1974/1975 Nord,31,HSV Barmbek-Uhlenhorst,FC St. Pauli,0,6
1974/1975 Nord,31,Wacker 04 Berlin,FC Bayer 05 Uerdingen,0,2
1974/1975 Nord,31,Arminia Bielefeld,1. FC Mülheim,1,0
1974/1975 Nord,31,Rot-Weiß Oberhausen,SpVgg Erkenschwick,1,1
1974/1975 Nord,31,Borussia Dortmund,SG Wattenscheid 09,3,3
1974/1975 Nord,31,1. SC Göttingen 05,VfL Osnabrück,2,2
1974/1975 Nord,31,Hannover 96,Schwarz-Weiss Essen,3,1
1974/1975 Nord,31,Fortuna Cologne,Olympia Wilhelmshaven,0,2
1974/1975 Nord,32,Olympia Wilhelmshaven,HSV Barmbek-Uhlenhorst,2,1
1974/1975 Nord,32,DJK Gütersloh,Borussia Dortmund,0,1
1974/1975 Nord,32,SpVgg Erkenschwick,SC Preußen Münster,2,3
1974/1975 Nord,32,1. FC Mülheim,Hannover 96,2,2
1974/1975 Nord,32,SG Wattenscheid 09,Rot-Weiß Oberhausen,3,0
1974/1975 Nord,32,FC Bayer 05 Uerdingen,Arminia Bielefeld,0,0
1974/1975 Nord,32,FC St. Pauli,Alemannia Aachen,1,0
1974/1975 Nord,32,Schwarz-Weiss Essen,Fortuna Cologne,1,0
1974/1975 Nord,32,Wacker 04 Berlin,1. SC Göttingen 05,1,2
1974/1975 Nord,32,VfL Wolfsburg,VfL Osnabrück,4,5
1974/1975 Nord,33,Rot-Weiß Oberhausen,DJK Gütersloh,0,1
1974/1975 Nord,33,1. SC Göttingen 05,VfL Wolfsburg,2,3
1974/1975 Nord,33,Hannover 96,FC Bayer 05 Uerdingen,2,0
1974/1975 Nord,33,Alemannia Aachen,Olympia Wilhelmshaven,3,0
1974/1975 Nord,33,SC Preußen Münster,SG Wattenscheid 09,4,1
1974/1975 Nord,33,Fortuna Cologne,1. FC Mülheim,7,0
1974/1975 Nord,33,VfL Osnabrück,SpVgg Erkenschwick,3,0
1974/1975 Nord,33,Borussia Dortmund,FC St. Pauli,4,1
1974/1975 Nord,33,Arminia Bielefeld,Wacker 04 Berlin,3,0
1974/1975 Nord,33,HSV Barmbek-Uhlenhorst,Schwarz-Weiss Essen,1,1
1974/1975 Nord,34,Wacker 04 Berlin,Hannover 96,1,0
1974/1975 Nord,34,SG Wattenscheid 09,VfL Osnabrück,4,1
1974/1975 Nord,34,Olympia Wilhelmshaven,Borussia Dortmund,1,2
1974/1975 Nord,34,FC Bayer 05 Uerdingen,Fortuna Cologne,1,0
1974/1975 Nord,34,Arminia Bielefeld,1. SC Göttingen 05,4,0
1974/1975 Nord,34,FC St. Pauli,Rot-Weiß Oberhausen,4,1
1974/1975 Nord,34,1. FC Mülheim,HSV Barmbek-Uhlenhorst,3,1
1974/1975 Nord,34,SpVgg Erkenschwick,VfL Wolfsburg,1,2
1974/1975 Nord,34,Schwarz-Weiss Essen,Alemannia Aachen,3,0
1974/1975 Nord,34,DJK Gütersloh,SC Preußen Münster,0,1
1974/1975 Nord,35,SC Preußen Münster,FC St. Pauli,0,4
1974/1975 Nord,35,Rot-Weiß Oberhausen,Olympia Wilhelmshaven,2,3
1974/1975 Nord,35,VfL Osnabrück,DJK Gütersloh,4,2
1974/1975 Nord,35,VfL Wolfsburg,SG Wattenscheid 09,3,2
1974/1975 Nord,35,1. SC Göttingen 05,SpVgg Erkenschwick,1,1
1974/1975 Nord,35,Fortuna Cologne,Wacker 04 Berlin,2,0
1974/1975 Nord,35,Alemannia Aachen,1. FC Mülheim,1,1
1974/1975 Nord,35,Hannover 96,Arminia Bielefeld,3,1
1974/1975 Nord,35,Borussia Dortmund,Schwarz-Weiss Essen,1,3
1974/1975 Nord,35,FC Bayer 05 Uerdingen,HSV Barmbek-Uhlenhorst,3,1
1974/1975 Nord,36,Olympia Wilhelmshaven,SC Preußen Münster,1,2
1974/1975 Nord,36,SG Wattenscheid 09,SpVgg Erkenschwick,1,1
1974/1975 Nord,36,1. FC Mülheim,Borussia Dortmund,3,2
1974/1975 Nord,36,Wacker 04 Berlin,HSV Barmbek-Uhlenhorst,3,1
