season,md,home_team,away_team,home_goals,away_goals
1991/1992 Süd Aufstieg,6,FC 08 Homburg,FC Carl Zeiss Jena,2,2
1991/1992 Süd Aufstieg,6,SC Freiburg,1. FC Saarbrücken,0,0
1991/1992 Süd Aufstieg,6,SV Waldhof Mannheim,Chemnitzer FC,1,1
1991/1992 Süd Aufstieg,7,FC Carl Zeiss Jena,SC Freiburg,1,2
1991/1992 Süd Aufstieg,7,1. FC Saarbrücken,SV Waldhof Mannheim,4,0
1991/1992 Süd Aufstieg,7,Chemnitzer FC,FC 08 Homburg,1,0
1991/1992 Süd Aufstieg,8,FC Carl Zeiss Jena,Chemnitzer FC,1,2
1991/1992 Süd Aufstieg,8,FC 08 Homburg,1. FC Saarbrücken,4,0
1991/1992 Süd Aufstieg,8,SV Waldhof Mannheim,SC Freiburg,6,2
1991/1992 Süd Aufstieg,9,SC Freiburg,Chemnitzer FC,3,1
1991/1992 Süd Aufstieg,9,1. FC Saarbrücken,FC Carl Zeiss Jena,1,0
1991/1992 Süd Aufstieg,9,SV Waldhof Mannheim,FC 08 Homburg,1,1
1991/1992 Süd Aufstieg,10,Chemnitzer FC,1. FC Saarbrücken,1,3
1991/1992 Süd Aufstieg,10,FC Carl Zeiss Jena,SV Waldhof Mannheim,3,2
1991/1992 Süd Aufstieg,10,FC 08 Homburg,SC Freiburg,3,1
1992/1993,1,Fortuna Dusseldorf,Chemnitzer FC,1,1
1992/1993,1,Eintracht Braunschweig,SV Meppen,1,0
1992/1993,1,VfB Oldenburg,SC Freiburg,2,2
1992/1993,1,Stuttgarter Kickers,Hannover 96,0,2
1992/1993,1,VfB Leipzig,MSV Duisburg,0,0
1992/1993,1,Hertha BSC,FC St. Pauli,2,2
1992/1993,1,Wuppertaler SV,1. FSV Mainz 05,3,1
1992/1993,1,VfL Osnabrück,VfL Wolfsburg,3,5
1992/1993,1,Fortuna Cologne,SV Waldhof Mannheim,0,1
1992/1993,1,SV Darmstadt 98,FC 08 Homburg,1,1
1992/1993,1,SpVgg Unterhaching,FC Carl Zeiss Jena,1,2
1992/1993,1,Hansa Rostock,FC Remscheid,1,0
1992/1993,2,Chemnitzer FC,VfL Osnabrück,0,2
1992/1993,2,FC St. Pauli,SV Darmstadt 98,3,1
1992/1993,2,FC Remscheid,Fortuna Dusseldorf,3,2
1992/1993,2,FC Carl Zeiss Jena,Hansa Rostock,2,1
1992/1993,2,SC Freiburg,Stuttgarter Kickers,2,0
1992/1993,2,SV Meppen,VfB Leipzig,0,2
1992/1993,2,MSV Duisburg,Wuppertaler SV,2,1
1992/1993,2,1. FSV Mainz 05,Fortuna Cologne,0,0
1992/1993,2,FC 08 Homburg,Eintracht Braunschweig,3,2
1992/1993,2,Hannover 96,Hertha BSC,2,2
1992/1993,2,SV Waldhof Mannheim,SpVgg Unterhaching,1,0
1992/1993,2,VfL Wolfsburg,VfB Oldenburg,2,1
1992/1993,3,Fortuna Cologne,MSV Duisburg,0,0
1992/1993,3,VfL Osnabrück,FC Remscheid,1,1
1992/1993,3,SC Freiburg,Hannover 96,4,0
1992/1993,3,Wuppertaler SV,SV Meppen,0,1
1992/1993,3,Stuttgarter Kickers,VfL Wolfsburg,0,0
1992/1993,3,VfB Oldenburg,Chemnitzer FC,1,0
1992/1993,3,Hansa Rostock,SV Waldhof Mannheim,1,1
1992/1993,3,VfB Leipzig,FC 08 Homburg,2,0
1992/1993,3,Eintracht Braunschweig,FC St. Pauli,0,2
1992/1993,3,Fortuna Dusseldorf,FC Carl Zeiss Jena,2,2
1992/1993,3,SV Darmstadt 98,Hertha BSC,3,0
1992/1993,3,SpVgg Unterhaching,1. FSV Mainz 05,0,1
1992/1993,4,FC 08 Homburg,Wuppertaler SV,2,1
1992/1993,4,FC Remscheid,VfB Oldenburg,1,1
1992/1993,4,Chemnitzer FC,Stuttgarter Kickers,2,0
1992/1993,4,VfL Wolfsburg,SC Freiburg,3,3
1992/1993,4,Hannover 96,SV Darmstadt 98,5,0
1992/1993,4,Hertha BSC,Eintracht Braunschweig,0,0
1992/1993,4,FC Carl Zeiss Jena,VfL Osnabrück,2,0
1992/1993,4,SV Meppen,Fortuna Cologne,1,1
1992/1993,4,MSV Duisburg,SpVgg Unterhaching,4,0
1992/1993,4,1. FSV Mainz 05,Hansa Rostock,1,0
1992/1993,4,FC St. Pauli,VfB Leipzig,0,0
1992/1993,4,SV Waldhof Mannheim,Fortuna Dusseldorf,1,0
1992/1993,5,VfB Leipzig,Hertha BSC,2,0
1992/1993,5,SpVgg Unterhaching,SV Meppen,1,3
1992/1993,5,SC Freiburg,Chemnitzer FC,2,0
1992/1993,5,VfL Osnabrück,SV Waldhof Mannheim,6,0
1992/1993,5,VfB Oldenburg,FC Carl Zeiss Jena,0,2
1992/1993,5,Stuttgarter Kickers,FC Remscheid,1,1
1992/1993,5,Hansa Rostock,MSV Duisburg,2,0
1992/1993,5,Fortuna Cologne,FC 08 Homburg,1,0
1992/1993,5,Wuppertaler SV,FC St. Pauli,3,0
1992/1993,5,Eintracht Braunschweig,SV Darmstadt 98,0,0
1992/1993,5,Fortuna Dusseldorf,1. FSV Mainz 05,1,2
1992/1993,5,Hannover 96,VfL Wolfsburg,3,1
1992/1993,6,SV Meppen,Hansa Rostock,1,1
1992/1993,6,Hertha BSC,Wuppertaler SV,1,0
1992/1993,6,SV Waldhof Mannheim,VfB Oldenburg,3,0
1992/1993,6,FC 08 Homburg,SpVgg Unterhaching,2,1
1992/1993,6,Eintracht Braunschweig,Hannover 96,3,2
1992/1993,6,Chemnitzer FC,VfL Wolfsburg,1,0
1992/1993,6,1. FSV Mainz 05,VfL Osnabrück,2,3
1992/1993,6,FC St. Pauli,Fortuna Cologne,1,0
1992/1993,6,FC Carl Zeiss Jena,Stuttgarter Kickers,2,1
1992/1993,6,SV Darmstadt 98,VfB Leipzig,2,3
1992/1993,6,MSV Duisburg,Fortuna Dusseldorf,3,1
1992/1993,6,FC Remscheid,SC Freiburg,1,5
1992/1993,7,Fortuna Cologne,Hertha BSC,2,0
1992/1993,7,VfB Leipzig,Eintracht Braunschweig,2,1
1992/1993,7,SpVgg Unterhaching,FC St. Pauli,1,1
1992/1993,7,VfL Wolfsburg,FC Remscheid,3,0
1992/1993,7,SC Freiburg,FC Carl Zeiss Jena,3,1
1992/1993,7,Stuttgarter Kickers,SV Waldhof Mannheim,1,0
1992/1993,7,Fortuna Dusseldorf,SV Meppen,0,0
1992/1993,7,Hannover 96,Chemnitzer FC,0,1
1992/1993,7,Hansa Rostock,FC 08 Homburg,0,0
1992/1993,7,VfL Osnabrück,MSV Duisburg,1,1
1992/1993,7,Wuppertaler SV,SV Darmstadt 98,3,0
1992/1993,7,VfB Oldenburg,1. FSV Mainz 05,0,3
1992/1993,8,SV Darmstadt 98,Fortuna Cologne,1,4
1992/1993,8,FC Carl Zeiss Jena,VfL Wolfsburg,1,2
1992/1993,8,VfB Leipzig,Hannover 96,3,0
1992/1993,8,FC Remscheid,Chemnitzer FC,1,0
1992/1993,8,SV Waldhof Mannheim,SC Freiburg,1,2
1992/1993,8,FC 08 Homburg,Fortuna Dusseldorf,5,0
1992/1993,8,SV Meppen,VfL Osnabrück,1,0
1992/1993,8,MSV Duisburg,VfB Oldenburg,1,1
1992/1993,8,Eintracht Braunschweig,Wuppertaler SV,3,2
1992/1993,8,1. FSV Mainz 05,Stuttgarter Kickers,2,1
1992/1993,8,FC St. Pauli,Hansa Rostock,0,2
1992/1993,8,Hertha BSC,SpVgg Unterhaching,4,1
1992/1993,9,VfB Oldenburg,SV Meppen,4,1
1992/1993,9,SpVgg Unterhaching,SV Darmstadt 98,4,1
1992/1993,9,Chemnitzer FC,FC Carl Zeiss Jena,1,0
1992/1993,9,Hansa Rostock,Hertha BSC,2,1
1992/1993,9,Wuppertaler SV,VfB Leipzig,1,0
1992/1993,9,SC Freiburg,1. FSV Mainz 05,0,0
1992/1993,9,Hannover 96,FC Remscheid,0,2
1992/1993,9,VfL Wolfsburg,SV Waldhof Mannheim,2,1
1992/1993,9,Stuttgarter Kickers,MSV Duisburg,0,2
1992/1993,9,Fortuna Dusseldorf,FC St. Pauli,2,0
1992/1993,9,Fortuna Cologne,Eintracht Braunschweig,2,1
1992/1993,9,VfL Osnabrück,FC 08 Homburg,2,1
1992/1993,10,Wuppertaler SV,Hannover 96,0,0
1992/1993,10,FC 08 Homburg,VfB Oldenburg,3,4
1992/1993,10,SV Waldhof Mannheim,Chemnitzer FC,2,1
1992/1993,10,1. FSV Mainz 05,VfL Wolfsburg,2,1
1992/1993,10,FC St. Pauli,VfL Osnabrück,3,0
1992/1993,10,Eintracht Braunschweig,SpVgg Unterhaching,4,2
1992/1993,10,MSV Duisburg,SC Freiburg,1,0
1992/1993,10,VfB Leipzig,Fortuna Cologne,0,1
1992/1993,10,FC Carl Zeiss Jena,FC Remscheid,4,0
1992/1993,10,SV Meppen,Stuttgarter Kickers,1,0
1992/1993,10,SV Darmstadt 98,Hansa Rostock,0,0
1992/1993,10,Hertha BSC,Fortuna Dusseldorf,0,0
1992/1993,11,Fortuna Dusseldorf,SV Darmstadt 98,4,1
1992/1993,11,VfL Osnabrück,Hertha BSC,1,1
1992/1993,11,Hannover 96,FC Carl Zeiss Jena,3,0
1992/1993,11,VfB Oldenburg,FC St. Pauli,2,0
1992/1993,11,SC Freiburg,SV Meppen,1,1
1992/1993,11,Chemnitzer FC,1. FSV Mainz 05,2,1
1992/1993,11,VfL Wolfsburg,MSV Duisburg,1,3
1992/1993,11,FC Remscheid,SV Waldhof Mannheim,2,2
1992/1993,11,Hansa Rostock,Eintracht Braunschweig,4,0
1992/1993,11,Fortuna Cologne,Wuppertaler SV,1,0
1992/1993,11,SpVgg Unterhaching,VfB Leipzig,4,1
1992/1993,11,Stuttgarter Kickers,FC 08 Homburg,1,1
1992/1993,12,VfB Leipzig,Hansa Rostock,1,2
1992/1993,12,Wuppertaler SV,SpVgg Unterhaching,0,0
1992/1993,12,SV Waldhof Mannheim,FC Carl Zeiss Jena,3,1
1992/1993,12,1. FSV Mainz 05,FC Remscheid,1,0
1992/1993,12,SV Darmstadt 98,VfL Osnabrück,1,1
1992/1993,12,Eintracht Braunschweig,Fortuna Dusseldorf,2,0
1992/1993,12,FC St. Pauli,Stuttgarter Kickers,2,2
1992/1993,12,SV Meppen,VfL Wolfsburg,1,0
1992/1993,12,FC 08 Homburg,SC Freiburg,1,5
1992/1993,12,Fortuna Cologne,Hannover 96,5,0
1992/1993,12,MSV Duisburg,Chemnitzer FC,1,0
1992/1993,12,Hertha BSC,VfB Oldenburg,4,2
1992/1993,13,Fortuna Dusseldorf,VfB Leipzig,0,1
1992/1993,13,VfB Oldenburg,SV Darmstadt 98,1,0
1992/1993,13,SpVgg Unterhaching,Fortuna Cologne,1,0
1992/1993,13,Hansa Rostock,Wuppertaler SV,1,1
1992/1993,13,Hannover 96,SV Waldhof Mannheim,3,1
1992/1993,13,VfL Osnabrück,Eintracht Braunschweig,2,0
1992/1993,13,Stuttgarter Kickers,Hertha BSC,1,1
1992/1993,13,SC Freiburg,FC St. Pauli,2,1
1992/1993,13,VfL Wolfsburg,FC 08 Homburg,0,2
1992/1993,13,Chemnitzer FC,SV Meppen,0,0
1992/1993,13,FC Carl Zeiss Jena,1. FSV Mainz 05,3,1
1992/1993,13,FC Remscheid,MSV Duisburg,2,3
1992/1993,14,Hertha BSC,SC Freiburg,1,2
1992/1993,14,SpVgg Unterhaching,Hannover 96,0,2
1992/1993,14,Eintracht Braunschweig,VfB Oldenburg,2,3
1992/1993,14,SV Darmstadt 98,Stuttgarter Kickers,0,1
1992/1993,14,MSV Duisburg,FC Carl Zeiss Jena,1,1
1992/1993,14,Fortuna Cologne,Hansa Rostock,0,0
1992/1993,14,VfB Leipzig,VfL Osnabrück,0,0
1992/1993,14,FC 08 Homburg,Chemnitzer FC,4,2
1992/1993,14,FC St. Pauli,VfL Wolfsburg,0,0
1992/1993,14,Wuppertaler SV,Fortuna Dusseldorf,2,0
1992/1993,14,SV Meppen,FC Remscheid,0,0
1992/1993,14,1. FSV Mainz 05,SV Waldhof Mannheim,1,2
1992/1993,15,Hannover 96,1. FSV Mainz 05,1,3
1992/1993,15,VfL Osnabrück,Wuppertaler SV,1,0
1992/1993,15,FC Carl Zeiss Jena,SV Meppen,0,1
1992/1993,15,Fortuna Dusseldorf,Fortuna Cologne,0,0
1992/1993,15,SC Freiburg,SV Darmstadt 98,1,1
1992/1993,15,VfL Wolfsburg,Hertha BSC,2,2
1992/1993,15,Stuttgarter Kickers,Eintracht Braunschweig,2,1
1992/1993,15,Chemnitzer FC,FC St. Pauli,3,1
1992/1993,15,FC Remscheid,FC 08 Homburg,0,0
1992/1993,15,VfB Oldenburg,VfB Leipzig,3,3
1992/1993,15,Hansa Rostock,SpVgg Unterhaching,4,1
1992/1993,15,SV Waldhof Mannheim,MSV Duisburg,2,1
1992/1993,16,Hertha BSC,Chemnitzer FC,1,2
1992/1993,16,SV Meppen,SV Waldhof Mannheim,0,0
1992/1993,16,Eintracht Braunschweig,SC Freiburg,1,3
1992/1993,16,Hansa Rostock,Hannover 96,2,2
1992/1993,16,Fortuna Cologne,VfL Osnabrück,1,0
1992/1993,16,FC 08 Homburg,FC Carl Zeiss Jena,1,0
1992/1993,16,Wuppertaler SV,VfB Oldenburg,2,0
1992/1993,16,SpVgg Unterhaching,Fortuna Dusseldorf,2,0
1992/1993,16,FC St. Pauli,FC Remscheid,4,1
1992/1993,16,MSV Duisburg,1. FSV Mainz 05,2,1
1992/1993,16,VfB Leipzig,Stuttgarter Kickers,3,2
1992/1993,16,SV Darmstadt 98,VfL Wolfsburg,4,0
1992/1993,17,VfL Wolfsburg,Eintracht Braunschweig,4,1
1992/1993,17,Hannover 96,MSV Duisburg,2,1
1992/1993,17,FC Remscheid,Hertha BSC,2,1
1992/1993,17,1. FSV Mainz 05,SV Meppen,3,0
1992/1993,17,SV Waldhof Mannheim,FC 08 Homburg,2,0
1992/1993,17,Fortuna Dusseldorf,Hansa Rostock,1,1
1992/1993,17,SC Freiburg,VfB Leipzig,1,0
1992/1993,17,VfB Oldenburg,Fortuna Cologne,0,1
1992/1993,17,VfL Osnabrück,SpVgg Unterhaching,1,1
1992/1993,17,FC Carl Zeiss Jena,FC St. Pauli,1,0
1992/1993,17,Chemnitzer FC,SV Darmstadt 98,0,1
1992/1993,17,Stuttgarter Kickers,Wuppertaler SV,4,1
1992/1993,18,Fortuna Cologne,Stuttgarter Kickers,3,0
1992/1993,18,Fortuna Dusseldorf,Hannover 96,0,1
1992/1993,18,Wuppertaler SV,SC Freiburg,4,1
1992/1993,18,FC St. Pauli,SV Waldhof Mannheim,0,0
1992/1993,18,FC 08 Homburg,1. FSV Mainz 05,0,0
1992/1993,18,VfB Leipzig,VfL Wolfsburg,3,2
1992/1993,18,SV Meppen,MSV Duisburg,1,0
1992/1993,18,Hertha BSC,FC Carl Zeiss Jena,2,3
1992/1993,18,SV Darmstadt 98,FC Remscheid,2,2
1992/1993,18,SpVgg Unterhaching,VfB Oldenburg,3,0
1992/1993,18,Hansa Rostock,VfL Osnabrück,2,0
1992/1993,18,Eintracht Braunschweig,Chemnitzer FC,4,4
1992/1993,19,1. FSV Mainz 05,FC St. Pauli,2,2
1992/1993,19,VfL Wolfsburg,Wuppertaler SV,2,2
1992/1993,19,Chemnitzer FC,VfB Leipzig,2,2
1992/1993,19,Hannover 96,SV Meppen,2,2
1992/1993,19,Stuttgarter Kickers,SpVgg Unterhaching,3,1
1992/1993,19,VfB Oldenburg,Hansa Rostock,2,1
1992/1993,19,SC Freiburg,Fortuna Cologne,3,1
1992/1993,19,FC Carl Zeiss Jena,SV Darmstadt 98,0,0
1992/1993,19,SV Waldhof Mannheim,Hertha BSC,2,2
1992/1993,19,VfL Osnabrück,Fortuna Dusseldorf,4,1
1992/1993,19,FC Remscheid,Eintracht Braunschweig,3,4
1992/1993,19,MSV Duisburg,FC 08 Homburg,3,0
1992/1993,20,Eintracht Braunschweig,FC Carl Zeiss Jena,3,3
1992/1993,20,Wuppertaler SV,Chemnitzer FC,2,0
1992/1993,20,VfL Osnabrück,Hannover 96,1,3
1992/1993,20,Fortuna Cologne,VfL Wolfsburg,5,1
1992/1993,20,VfB Leipzig,FC Remscheid,2,1
1992/1993,20,Hansa Rostock,Stuttgarter Kickers,3,2
1992/1993,20,FC St. Pauli,MSV Duisburg,0,1
1992/1993,20,Hertha BSC,1. FSV Mainz 05,3,0
1992/1993,20,SV Darmstadt 98,SV Waldhof Mannheim,1,1
1992/1993,20,FC 08 Homburg,SV Meppen,1,1
1992/1993,20,Fortuna Dusseldorf,VfB Oldenburg,3,0
1992/1993,20,SpVgg Unterhaching,SC Freiburg,2,2
1992/1993,21,FC Carl Zeiss Jena,VfB Leipzig,0,1
1992/1993,21,Hannover 96,FC 08 Homburg,1,1
1992/1993,21,Chemnitzer FC,Fortuna Cologne,1,0
1992/1993,21,VfB Oldenburg,VfL Osnabrück,2,3
1992/1993,21,FC Remscheid,Wuppertaler SV,1,1
1992/1993,21,Stuttgarter Kickers,Fortuna Dusseldorf,2,0
1992/1993,21,SV Meppen,FC St. Pauli,2,0
1992/1993,21,SV Waldhof Mannheim,Eintracht Braunschweig,3,1
1992/1993,21,VfL Wolfsburg,SpVgg Unterhaching,4,1
1992/1993,21,1. FSV Mainz 05,SV Darmstadt 98,0,1
1992/1993,21,SC Freiburg,Hansa Rostock,2,1
1992/1993,21,MSV Duisburg,Hertha BSC,2,1
1992/1993,22,SpVgg Unterhaching,Chemnitzer FC,0,2
1992/1993,22,VfL Osnabrück,Stuttgarter Kickers,1,1
1992/1993,22,VfB Oldenburg,Hannover 96,1,1
1992/1993,22,Hansa Rostock,VfL Wolfsburg,1,0
1992/1993,22,Fortuna Cologne,FC Remscheid,3,1
1992/1993,22,Eintracht Braunschweig,1. FSV Mainz 05,6,0
1992/1993,22,Hertha BSC,SV Meppen,4,0
1992/1993,22,FC St. Pauli,FC 08 Homburg,0,0
1992/1993,22,SV Darmstadt 98,MSV Duisburg,0,0
1992/1993,22,Fortuna Dusseldorf,SC Freiburg,1,3
1992/1993,22,Wuppertaler SV,FC Carl Zeiss Jena,2,2
1992/1993,22,VfB Leipzig,SV Waldhof Mannheim,3,0
1992/1993,23,MSV Duisburg,Eintracht Braunschweig,2,2
1992/1993,23,FC Carl Zeiss Jena,Fortuna Cologne,1,2
1992/1993,23,SV Meppen,SV Darmstadt 98,1,1
1992/1993,23,FC 08 Homburg,Hertha BSC,0,3
1992/1993,23,Stuttgarter Kickers,VfB Oldenburg,3,1
1992/1993,23,FC Remscheid,SpVgg Unterhaching,0,3
1992/1993,23,SV Waldhof Mannheim,Wuppertaler SV,1,2
1992/1993,23,SC Freiburg,VfL Osnabrück,2,0
1992/1993,23,Hannover 96,FC St. Pauli,1,1
1992/1993,23,Chemnitzer FC,Hansa Rostock,1,0
1992/1993,23,1. FSV Mainz 05,VfB Leipzig,1,3
1992/1993,23,VfL Wolfsburg,Fortuna Dusseldorf,1,1
1992/1993,24,FC Remscheid,Hansa Rostock,3,1
1992/1993,24,FC St. Pauli,Hertha BSC,1,1
1992/1993,24,SV Meppen,Eintracht Braunschweig,1,0
1992/1993,24,VfL Wolfsburg,VfL Osnabrück,2,0
1992/1993,24,SC Freiburg,VfB Oldenburg,6,1
1992/1993,24,Hannover 96,Stuttgarter Kickers,1,1
1992/1993,24,FC 08 Homburg,SV Darmstadt 98,2,3
1992/1993,24,SV Waldhof Mannheim,Fortuna Cologne,0,0
1992/1993,24,1. FSV Mainz 05,Wuppertaler SV,0,1
1992/1993,24,FC Carl Zeiss Jena,SpVgg Unterhaching,1,1
1992/1993,24,Chemnitzer FC,Fortuna Dusseldorf,1,2
1992/1993,24,MSV Duisburg,VfB Leipzig,1,1
1992/1993,25,Stuttgarter Kickers,SC Freiburg,3,1
1992/1993,25,Wuppertaler SV,MSV Duisburg,1,1
1992/1993,25,Fortuna Dusseldorf,FC Remscheid,1,1
1992/1993,25,VfB Leipzig,SV Meppen,1,0
1992/1993,25,Hertha BSC,Hannover 96,3,0
1992/1993,25,Eintracht Braunschweig,FC 08 Homburg,2,0
1992/1993,25,SV Darmstadt 98,FC St. Pauli,1,1
1992/1993,25,Hansa Rostock,FC Carl Zeiss Jena,0,1
1992/1993,25,VfB Oldenburg,VfL Wolfsburg,4,1
1992/1993,25,SpVgg Unterhaching,SV Waldhof Mannheim,2,2
1992/1993,25,VfL Osnabrück,Chemnitzer FC,3,3
1992/1993,25,Fortuna Cologne,1. FSV Mainz 05,0,2
1992/1993,26,FC Remscheid,VfL Osnabrück,1,0
1992/1993,26,FC 08 Homburg,VfB Leipzig,0,0
1992/1993,26,MSV Duisburg,Fortuna Cologne,2,0
1992/1993,26,Chemnitzer FC,VfB Oldenburg,4,0
1992/1993,26,FC St. Pauli,Eintracht Braunschweig,1,1
1992/1993,26,Hertha BSC,SV Darmstadt 98,1,0
1992/1993,26,Hannover 96,SC Freiburg,0,2
1992/1993,26,1. FSV Mainz 05,SpVgg Unterhaching,0,0
1992/1993,26,VfL Wolfsburg,Stuttgarter Kickers,1,2
1992/1993,26,SV Waldhof Mannheim,Hansa Rostock,3,0
1992/1993,26,FC Carl Zeiss Jena,Fortuna Dusseldorf,1,0
1992/1993,26,SV Meppen,Wuppertaler SV,1,1
1992/1993,27,Wuppertaler SV,FC 08 Homburg,0,1
1992/1993,27,Stuttgarter Kickers,Chemnitzer FC,1,1
1992/1993,27,VfB Oldenburg,FC Remscheid,2,1
1992/1993,27,SC Freiburg,VfL Wolfsburg,1,3
1992/1993,27,Fortuna Dusseldorf,SV Waldhof Mannheim,2,3
1992/1993,27,VfL Osnabrück,FC Carl Zeiss Jena,1,3
1992/1993,27,Fortuna Cologne,SV Meppen,1,1
1992/1993,27,VfB Leipzig,FC St. Pauli,0,0
1992/1993,27,Eintracht Braunschweig,Hertha BSC,1,3
1992/1993,27,SV Darmstadt 98,Hannover 96,0,0
1992/1993,27,Hansa Rostock,1. FSV Mainz 05,4,1
1992/1993,27,SpVgg Unterhaching,MSV Duisburg,2,1
1992/1993,28,Hertha BSC,VfB Leipzig,4,1
1992/1993,28,FC St. Pauli,Wuppertaler SV,2,0
1992/1993,28,FC 08 Homburg,Fortuna Cologne,2,0
1992/1993,28,VfL Wolfsburg,Hannover 96,3,1
1992/1993,28,FC Remscheid,Stuttgarter Kickers,0,0
1992/1993,28,1. FSV Mainz 05,Fortuna Dusseldorf,0,0
1992/1993,28,SV Darmstadt 98,Eintracht Braunschweig,1,1
1992/1993,28,MSV Duisburg,Hansa Rostock,2,1
1992/1993,28,Chemnitzer FC,SC Freiburg,2,2
1992/1993,28,FC Carl Zeiss Jena,VfB Oldenburg,6,2
1992/1993,28,SV Waldhof Mannheim,VfL Osnabrück,3,0
1992/1993,28,SV Meppen,SpVgg Unterhaching,0,1
1992/1993,29,Fortuna Cologne,FC St. Pauli,2,2
1992/1993,29,SpVgg Unterhaching,FC 08 Homburg,1,0
1992/1993,29,Hannover 96,Eintracht Braunschweig,0,1
1992/1993,29,VfL Wolfsburg,Chemnitzer FC,0,0
1992/1993,29,VfB Leipzig,SV Darmstadt 98,2,0
1992/1993,29,Fortuna Dusseldorf,MSV Duisburg,1,0
1992/1993,29,VfL Osnabrück,1. FSV Mainz 05,1,1
1992/1993,29,Hansa Rostock,SV Meppen,2,1
1992/1993,29,Stuttgarter Kickers,FC Carl Zeiss Jena,1,1
1992/1993,29,SC Freiburg,FC Remscheid,1,1
1992/1993,29,VfB Oldenburg,SV Waldhof Mannheim,2,2
1992/1993,29,Wuppertaler SV,Hertha BSC,1,2
1992/1993,30,SV Meppen,Fortuna Dusseldorf,0,2
1992/1993,30,FC 08 Homburg,Hansa Rostock,0,0
1992/1993,30,Eintracht Braunschweig,VfB Leipzig,1,1
1992/1993,30,1. FSV Mainz 05,VfB Oldenburg,3,0
1992/1993,30,SV Darmstadt 98,Wuppertaler SV,0,0
1992/1993,30,SV Waldhof Mannheim,Stuttgarter Kickers,3,0
1992/1993,30,Chemnitzer FC,Hannover 96,2,3
1992/1993,30,FC St. Pauli,SpVgg Unterhaching,3,1
1992/1993,30,Hertha BSC,Fortuna Cologne,2,1
1992/1993,30,MSV Duisburg,VfL Osnabrück,2,0
1992/1993,30,FC Carl Zeiss Jena,SC Freiburg,1,1
1992/1993,30,FC Remscheid,VfL Wolfsburg,2,2
1992/1993,31,VfB Oldenburg,MSV Duisburg,0,1
1992/1993,31,VfL Osnabrück,SV Meppen,3,0
1992/1993,31,Wuppertaler SV,Eintracht Braunschweig,0,1
1992/1993,31,Hansa Rostock,FC St. Pauli,2,0
1992/1993,31,Fortuna Dusseldorf,FC 08 Homburg,0,1
1992/1993,31,Chemnitzer FC,FC Remscheid,2,0
1992/1993,31,Hannover 96,VfB Leipzig,1,1
1992/1993,31,SC Freiburg,SV Waldhof Mannheim,1,2
1992/1993,31,Fortuna Cologne,SV Darmstadt 98,4,0
1992/1993,31,SpVgg Unterhaching,Hertha BSC,2,1
1992/1993,31,Stuttgarter Kickers,1. FSV Mainz 05,1,2
1992/1993,31,VfL Wolfsburg,FC Carl Zeiss Jena,2,1
1992/1993,32,SV Waldhof Mannheim,VfL Wolfsburg,2,1
1992/1993,32,VfB Leipzig,Wuppertaler SV,3,0
1992/1993,32,SV Meppen,VfB Oldenburg,2,0
1992/1993,32,MSV Duisburg,Stuttgarter Kickers,1,1
1992/1993,32,FC 08 Homburg,VfL Osnabrück,3,1
1992/1993,32,Hertha BSC,Hansa Rostock,5,1
1992/1993,32,1. FSV Mainz 05,SC Freiburg,0,2
1992/1993,32,FC Remscheid,Hannover 96,0,3
1992/1993,32,SV Darmstadt 98,SpVgg Unterhaching,1,3
1992/1993,32,FC Carl Zeiss Jena,Chemnitzer FC,0,0
1992/1993,32,FC St. Pauli,Fortuna Dusseldorf,2,1
1992/1993,32,Eintracht Braunschweig,Fortuna Cologne,3,0
1992/1993,33,Fortuna Dusseldorf,Hertha BSC,1,3
1992/1993,33,VfB Oldenburg,FC 08 Homburg,2,2
1992/1993,33,Hansa Rostock,SV Darmstadt 98,2,0
1992/1993,33,Stuttgarter Kickers,SV Meppen,0,0
1992/1993,33,FC Remscheid,FC Carl Zeiss Jena,2,0
1992/1993,33,SC Freiburg,MSV Duisburg,3,1
1992/1993,33,Hannover 96,Wuppertaler SV,2,1
1992/1993,33,Chemnitzer FC,SV Waldhof Mannheim,1,1
1992/1993,33,SpVgg Unterhaching,Eintracht Braunschweig,0,0
1992/1993,33,VfL Osnabrück,FC St. Pauli,2,2
1992/1993,33,VfL Wolfsburg,1. FSV Mainz 05,1,1
1992/1993,33,Fortuna Cologne,VfB Leipzig,0,1
1992/1993,34,1. FSV Mainz 05,Chemnitzer FC,1,2
1992/1993,34,VfB Leipzig,SpVgg Unterhaching,2,1
1992/1993,34,MSV Duisburg,VfL Wolfsburg,3,0
1992/1993,34,Eintracht Braunschweig,Hansa Rostock,1,1
1992/1993,34,Hertha BSC,VfL Osnabrück,4,0
1992/1993,34,SV Darmstadt 98,Fortuna Dusseldorf,0,1
1992/1993,34,FC Carl Zeiss Jena,Hannover 96,1,1
1992/1993,34,Wuppertaler SV,Fortuna Cologne,1,2
1992/1993,34,FC St. Pauli,VfB Oldenburg,1,0
1992/1993,34,SV Meppen,SC Freiburg,3,1
1992/1993,34,SV Waldhof Mannheim,FC Remscheid,2,0
1992/1993,34,FC 08 Homburg,Stuttgarter Kickers,3,0
1992/1993,35,Stuttgarter Kickers,FC St. Pauli,4,0
1992/1993,35,VfL Osnabrück,SV Darmstadt 98,3,1
1992/1993,35,Hansa Rostock,VfB Leipzig,2,0
