season,md,home_team,away_team,home_goals,away_goals
1974/1975,14,FC Schalke 04,SV Werder Bremen,2,0
1974/1975,15,1. FC Kaiserslautern,VfB Stuttgart,6,0
1974/1975,15,VfL Bochum,Bayern München,3,0
1974/1975,15,MSV Duisburg,Hertha BSC,1,3
1974/1975,15,Tennis Borussia Berlin,1. FC Cologne,2,3
1974/1975,15,Eintracht Frankfurt,Wuppertaler SV,5,0
1974/1975,15,Rot-Weiss Essen,Kickers Offenbach,5,1
1974/1975,15,Eintracht Braunschweig,SV Werder Bremen,0,0
1974/1975,15,Hamburger SV,Fortuna Düsseldorf,2,1
1974/1975,15,Borussia Mönchengladbach,FC Schalke 04,1,0
1974/1975,16,VfB Stuttgart,MSV Duisburg,2,1
1974/1975,16,Bayern München,Fortuna Düsseldorf,4,0
1974/1975,16,FC Schalke 04,Eintracht Frankfurt,1,1
1974/1975,16,Wuppertaler SV,Tennis Borussia Berlin,2,0
1974/1975,16,SV Werder Bremen,Hamburger SV,1,0
1974/1975,16,1. FC Cologne,1. FC Kaiserslautern,2,0
1974/1975,16,Kickers Offenbach,VfL Bochum,2,0
1974/1975,16,Hertha BSC,Rot-Weiss Essen,4,2
1974/1975,16,Eintracht Braunschweig,Borussia Mönchengladbach,1,3
1974/1975,17,Fortuna Düsseldorf,Kickers Offenbach,3,2
1974/1975,17,VfL Bochum,Hertha BSC,4,0
1974/1975,17,1. FC Kaiserslautern,Wuppertaler SV,2,0
1974/1975,17,Rot-Weiss Essen,VfB Stuttgart,3,1
1974/1975,17,Tennis Borussia Berlin,FC Schalke 04,0,2
1974/1975,17,Eintracht Frankfurt,Eintracht Braunschweig,2,0
1974/1975,17,Borussia Mönchengladbach,SV Werder Bremen,4,2
1974/1975,17,Hamburger SV,Bayern München,1,0
1974/1975,17,MSV Duisburg,1. FC Cologne,1,3
1974/1975,18,Eintracht Frankfurt,SV Werder Bremen,2,1
1974/1975,18,Bayern München,Kickers Offenbach,2,3
1974/1975,18,1. FC Kaiserslautern,FC Schalke 04,1,1
1974/1975,18,MSV Duisburg,Wuppertaler SV,2,2
1974/1975,18,VfL Bochum,VfB Stuttgart,1,0
1974/1975,18,Rot-Weiss Essen,1. FC Cologne,1,1
1974/1975,18,Hamburger SV,Borussia Mönchengladbach,1,1
1974/1975,18,Tennis Borussia Berlin,Eintracht Braunschweig,2,2
1974/1975,18,Fortuna Düsseldorf,Hertha BSC,0,0
1974/1975,19,Kickers Offenbach,Hamburger SV,4,1
1974/1975,19,FC Schalke 04,MSV Duisburg,5,0
1974/1975,19,1. FC Cologne,VfL Bochum,4,1
1974/1975,19,Borussia Mönchengladbach,Eintracht Frankfurt,3,0
1974/1975,19,SV Werder Bremen,Tennis Borussia Berlin,1,1
1974/1975,19,Wuppertaler SV,Rot-Weiss Essen,0,2
1974/1975,19,VfB Stuttgart,Fortuna Düsseldorf,1,1
1974/1975,19,Eintracht Braunschweig,1. FC Kaiserslautern,3,2
1974/1975,19,Hertha BSC,Bayern München,4,1
1974/1975,20,Rot-Weiss Essen,FC Schalke 04,4,4
1974/1975,20,MSV Duisburg,Eintracht Braunschweig,3,2
1974/1975,20,VfL Bochum,Wuppertaler SV,4,2
1974/1975,20,Bayern München,VfB Stuttgart,1,1
1974/1975,20,Hamburger SV,Eintracht Frankfurt,3,1
1974/1975,20,Kickers Offenbach,Hertha BSC,3,1
1974/1975,20,1. FC Kaiserslautern,SV Werder Bremen,4,1
1974/1975,20,Tennis Borussia Berlin,Borussia Mönchengladbach,1,4
1974/1975,20,Fortuna Düsseldorf,1. FC Cologne,3,0
1974/1975,21,1. FC Cologne,Bayern München,1,0
1974/1975,21,Eintracht Frankfurt,Tennis Borussia Berlin,7,1
1974/1975,21,Hertha BSC,Hamburger SV,1,0
1974/1975,21,SV Werder Bremen,MSV Duisburg,3,1
1974/1975,21,Borussia Mönchengladbach,1. FC Kaiserslautern,3,0
1974/1975,21,VfB Stuttgart,Kickers Offenbach,3,1
1974/1975,21,FC Schalke 04,VfL Bochum,1,0
1974/1975,21,Wuppertaler SV,Fortuna Düsseldorf,2,3
1974/1975,21,Eintracht Braunschweig,Rot-Weiss Essen,4,2
1974/1975,22,Hamburger SV,Tennis Borussia Berlin,4,0
1974/1975,22,Bayern München,Wuppertaler SV,3,1
1974/1975,22,1. FC Kaiserslautern,Eintracht Frankfurt,2,2
1974/1975,22,Hertha BSC,VfB Stuttgart,4,0
1974/1975,22,Kickers Offenbach,1. FC Cologne,1,4
1974/1975,22,Rot-Weiss Essen,SV Werder Bremen,1,1
1974/1975,22,VfL Bochum,Eintracht Braunschweig,1,0
1974/1975,22,Fortuna Düsseldorf,FC Schalke 04,2,1
1974/1975,22,MSV Duisburg,Borussia Mönchengladbach,1,1
1974/1975,23,Wuppertaler SV,Kickers Offenbach,0,0
1974/1975,23,1. FC Cologne,Hertha BSC,2,1
1974/1975,23,FC Schalke 04,Bayern München,2,2
1974/1975,23,VfB Stuttgart,Hamburger SV,1,2
1974/1975,23,SV Werder Bremen,VfL Bochum,3,0
1974/1975,23,Eintracht Braunschweig,Fortuna Düsseldorf,3,0
1974/1975,23,Borussia Mönchengladbach,Rot-Weiss Essen,1,1
1974/1975,23,Tennis Borussia Berlin,1. FC Kaiserslautern,3,2
1974/1975,23,Eintracht Frankfurt,MSV Duisburg,4,1
1974/1975,24,Kickers Offenbach,FC Schalke 04,3,0
1974/1975,24,Rot-Weiss Essen,Eintracht Frankfurt,0,5
1974/1975,24,MSV Duisburg,Tennis Borussia Berlin,2,3
1974/1975,24,VfB Stuttgart,1. FC Cologne,2,0
1974/1975,24,Hamburger SV,1. FC Kaiserslautern,2,0
1974/1975,24,VfL Bochum,Borussia Mönchengladbach,0,0
1974/1975,24,Fortuna Düsseldorf,SV Werder Bremen,4,1
1974/1975,24,Bayern München,Eintracht Braunschweig,1,0
1974/1975,24,Hertha BSC,Wuppertaler SV,2,0
1974/1975,25,1. FC Cologne,Hamburger SV,4,0
1974/1975,25,Tennis Borussia Berlin,Rot-Weiss Essen,1,0
1974/1975,25,Eintracht Frankfurt,VfL Bochum,4,1
1974/1975,25,Wuppertaler SV,VfB Stuttgart,2,2
1974/1975,25,Eintracht Braunschweig,Kickers Offenbach,1,0
1974/1975,25,SV Werder Bremen,Bayern München,0,2
1974/1975,25,FC Schalke 04,Hertha BSC,1,0
1974/1975,25,1. FC Kaiserslautern,MSV Duisburg,2,0
1974/1975,25,Borussia Mönchengladbach,Fortuna Düsseldorf,3,1
1974/1975,26,Bayern München,Borussia Mönchengladbach,1,1
1974/1975,26,VfL Bochum,Tennis Borussia Berlin,0,0
1974/1975,26,1. FC Cologne,Wuppertaler SV,4,0
1974/1975,26,Hamburger SV,MSV Duisburg,2,3
1974/1975,26,Fortuna Düsseldorf,Eintracht Frankfurt,2,2
1974/1975,26,Kickers Offenbach,SV Werder Bremen,5,1
1974/1975,26,Rot-Weiss Essen,1. FC Kaiserslautern,3,1
1974/1975,26,Hertha BSC,Eintracht Braunschweig,3,1
1974/1975,26,VfB Stuttgart,FC Schalke 04,3,1
1974/1975,27,MSV Duisburg,Rot-Weiss Essen,3,3
1974/1975,27,Borussia Mönchengladbach,Kickers Offenbach,5,2
1974/1975,27,Wuppertaler SV,Hamburger SV,0,4
1974/1975,27,Eintracht Braunschweig,VfB Stuttgart,6,0
1974/1975,27,Eintracht Frankfurt,Bayern München,2,0
1974/1975,27,SV Werder Bremen,Hertha BSC,4,0
1974/1975,27,Tennis Borussia Berlin,Fortuna Düsseldorf,1,4
1974/1975,27,1. FC Kaiserslautern,VfL Bochum,1,0
1974/1975,27,FC Schalke 04,1. FC Cologne,1,1
1974/1975,28,VfB Stuttgart,SV Werder Bremen,2,2
1974/1975,28,Hamburger SV,Rot-Weiss Essen,2,2
1974/1975,28,VfL Bochum,MSV Duisburg,1,2
1974/1975,28,Bayern München,Tennis Borussia Berlin,3,1
1974/1975,28,Hertha BSC,Borussia Mönchengladbach,2,1
1974/1975,28,Wuppertaler SV,FC Schalke 04,0,1
1974/1975,28,Kickers Offenbach,Eintracht Frankfurt,2,1
1974/1975,28,Fortuna Düsseldorf,1. FC Kaiserslautern,2,0
1974/1975,28,1. FC Cologne,Eintracht Braunschweig,3,0
1974/1975,29,Eintracht Frankfurt,Hertha BSC,1,2
1974/1975,29,FC Schalke 04,Hamburger SV,3,1
1974/1975,29,SV Werder Bremen,1. FC Cologne,4,1
1974/1975,29,Eintracht Braunschweig,Wuppertaler SV,1,1
1974/1975,29,MSV Duisburg,Fortuna Düsseldorf,0,3
1974/1975,29,Borussia Mönchengladbach,VfB Stuttgart,5,1
1974/1975,29,1. FC Kaiserslautern,Bayern München,0,1
1974/1975,29,Rot-Weiss Essen,VfL Bochum,1,1
1974/1975,29,Tennis Borussia Berlin,Kickers Offenbach,0,2
1974/1975,30,Hertha BSC,Tennis Borussia Berlin,2,1
1974/1975,30,VfB Stuttgart,Eintracht Frankfurt,3,4
1974/1975,30,Hamburger SV,VfL Bochum,3,2
1974/1975,30,FC Schalke 04,Eintracht Braunschweig,1,1
1974/1975,30,Fortuna Düsseldorf,Rot-Weiss Essen,4,0
1974/1975,30,1. FC Cologne,Borussia Mönchengladbach,1,2
1974/1975,30,Wuppertaler SV,SV Werder Bremen,2,4
1974/1975,30,Kickers Offenbach,1. FC Kaiserslautern,2,2
1974/1975,30,Bayern München,MSV Duisburg,2,1
1974/1975,31,MSV Duisburg,Kickers Offenbach,2,1
1974/1975,31,Eintracht Frankfurt,1. FC Cologne,3,2
1974/1975,31,Borussia Mönchengladbach,Wuppertaler SV,6,2
1974/1975,31,Rot-Weiss Essen,Bayern München,2,2
1974/1975,31,SV Werder Bremen,FC Schalke 04,0,1
1974/1975,31,Tennis Borussia Berlin,VfB Stuttgart,1,1
1974/1975,31,Eintracht Braunschweig,Hamburger SV,1,2
1974/1975,31,1. FC Kaiserslautern,Hertha BSC,3,0
1974/1975,31,VfL Bochum,Fortuna Düsseldorf,4,2
1974/1975,32,1. FC Cologne,Tennis Borussia Berlin,7,1
1974/1975,32,Kickers Offenbach,Rot-Weiss Essen,1,3
1974/1975,32,Hertha BSC,MSV Duisburg,3,0
1974/1975,32,Bayern München,VfL Bochum,2,1
1974/1975,32,SV Werder Bremen,Eintracht Braunschweig,0,0
1974/1975,32,FC Schalke 04,Borussia Mönchengladbach,1,3
1974/1975,32,Fortuna Düsseldorf,Hamburger SV,0,0
1974/1975,32,VfB Stuttgart,1. FC Kaiserslautern,0,1
1974/1975,32,Wuppertaler SV,Eintracht Frankfurt,2,3
1974/1975,33,VfL Bochum,Kickers Offenbach,3,1
1974/1975,33,Eintracht Frankfurt,FC Schalke 04,2,1
1974/1975,33,MSV Duisburg,VfB Stuttgart,3,3
1974/1975,33,Fortuna Düsseldorf,Bayern München,6,5
1974/1975,33,Rot-Weiss Essen,Hertha BSC,2,1
1974/1975,33,Tennis Borussia Berlin,Wuppertaler SV,0,0
1974/1975,33,Hamburger SV,SV Werder Bremen,2,0
1974/1975,33,1. FC Kaiserslautern,1. FC Cologne,1,1
1974/1975,33,Borussia Mönchengladbach,Eintracht Braunschweig,2,0
1974/1975,34,VfB Stuttgart,Rot-Weiss Essen,3,2
1974/1975,34,Wuppertaler SV,1. FC Kaiserslautern,3,3
1974/1975,34,FC Schalke 04,Tennis Borussia Berlin,3,0
1974/1975,34,Kickers Offenbach,Fortuna Düsseldorf,2,3
1974/1975,34,Eintracht Braunschweig,Eintracht Frankfurt,2,0
1974/1975,34,SV Werder Bremen,Borussia Mönchengladbach,1,4
1974/1975,34,Bayern München,Hamburger SV,0,1
1974/1975,34,Hertha BSC,VfL Bochum,4,2
1974/1975,34,1. FC Cologne,MSV Duisburg,4,2
1975/1976,1,Hannover 96,Borussia Mönchengladbach,3,3
1975/1976,1,Bayern München,Eintracht Braunschweig,1,1
1975/1976,1,Hertha BSC,1. FC Cologne,2,1
1975/1976,1,Rot-Weiss Essen,FC Bayer 05 Uerdingen,2,1
1975/1976,1,Eintracht Frankfurt,Karlsruher SC,0,2
1975/1976,1,VfL Bochum,SV Werder Bremen,0,3
1975/1976,1,Hamburger SV,FC Schalke 04,4,1
1975/1976,1,1. FC Kaiserslautern,Kickers Offenbach,2,2
1975/1976,1,MSV Duisburg,Fortuna Düsseldorf,2,2
1975/1976,2,Kickers Offenbach,Hamburger SV,3,2
1975/1976,2,Karlsruher SC,Bayern München,1,2
1975/1976,2,1. FC Cologne,Hannover 96,2,1
1975/1976,2,Fortuna Düsseldorf,Rot-Weiss Essen,5,2
1975/1976,2,FC Bayer 05 Uerdingen,VfL Bochum,0,0
1975/1976,2,Borussia Mönchengladbach,1. FC Kaiserslautern,3,0
1975/1976,2,Eintracht Braunschweig,Hertha BSC,5,2
1975/1976,2,SV Werder Bremen,Eintracht Frankfurt,1,2
1975/1976,2,FC Schalke 04,MSV Duisburg,5,1
1975/1976,3,Rot-Weiss Essen,FC Schalke 04,0,0
1975/1976,3,VfL Bochum,Fortuna Düsseldorf,0,1
1975/1976,3,Eintracht Frankfurt,FC Bayer 05 Uerdingen,3,1
1975/1976,3,MSV Duisburg,Kickers Offenbach,6,2
1975/1976,3,Hertha BSC,Karlsruher SC,1,1
1975/1976,3,Eintracht Braunschweig,1. FC Cologne,0,0
1975/1976,3,Hamburger SV,Borussia Mönchengladbach,0,0
1975/1976,3,Bayern München,SV Werder Bremen,4,0
1975/1976,3,1. FC Kaiserslautern,Hannover 96,2,2
1975/1976,4,Hannover 96,Hamburger SV,1,0
1975/1976,4,FC Bayer 05 Uerdingen,Bayern München,2,1
1975/1976,4,FC Schalke 04,VfL Bochum,1,1
1975/1976,4,Fortuna Düsseldorf,Eintracht Frankfurt,1,1
1975/1976,4,Kickers Offenbach,Rot-Weiss Essen,0,4
1975/1976,4,SV Werder Bremen,Hertha BSC,3,2
1975/1976,4,Borussia Mönchengladbach,MSV Duisburg,3,0
1975/1976,4,1. FC Cologne,1. FC Kaiserslautern,1,1
1975/1976,4,Karlsruher SC,Eintracht Braunschweig,0,2
1975/1976,5,Karlsruher SC,1. FC Cologne,3,1
1975/1976,5,Hertha BSC,FC Bayer 05 Uerdingen,5,0
1975/1976,5,Hamburger SV,1. FC Kaiserslautern,2,0
1975/1976,5,Eintracht Frankfurt,FC Schalke 04,2,1
1975/1976,5,Bayern München,Fortuna Düsseldorf,5,0
1975/1976,5,MSV Duisburg,Hannover 96,4,3
1975/1976,5,Eintracht Braunschweig,SV Werder Bremen,3,2
1975/1976,5,Rot-Weiss Essen,Borussia Mönchengladbach,1,3
1975/1976,5,VfL Bochum,Kickers Offenbach,5,1
1975/1976,6,FC Schalke 04,Bayern München,2,2
1975/1976,6,1. FC Cologne,Hamburger SV,1,1
1975/1976,6,Borussia Mönchengladbach,VfL Bochum,1,1
1975/1976,6,Kickers Offenbach,Eintracht Frankfurt,2,1
1975/1976,6,FC Bayer 05 Uerdingen,Eintracht Braunschweig,0,0
1975/1976,6,1. FC Kaiserslautern,MSV Duisburg,3,0
1975/1976,6,SV Werder Bremen,Karlsruher SC,1,0
1975/1976,6,Fortuna Düsseldorf,Hertha BSC,2,1
1975/1976,6,Hannover 96,Rot-Weiss Essen,0,0
1975/1976,7,MSV Duisburg,Hamburger SV,1,1
1975/1976,7,SV Werder Bremen,1. FC Cologne,3,2
1975/1976,7,Eintracht Braunschweig,Fortuna Düsseldorf,3,1
1975/1976,7,Karlsruher SC,FC Bayer 05 Uerdingen,1,0
1975/1976,7,Rot-Weiss Essen,1. FC Kaiserslautern,5,1
1975/1976,7,Eintracht Frankfurt,Borussia Mönchengladbach,1,1
1975/1976,7,VfL Bochum,Hannover 96,2,0
1975/1976,7,Hertha BSC,FC Schalke 04,2,1
1975/1976,7,Bayern München,Kickers Offenbach,3,1
1975/1976,8,Hannover 96,Eintracht Frankfurt,3,2
1975/1976,8,Fortuna Düsseldorf,Karlsruher SC,0,2
1975/1976,8,Hamburger SV,Rot-Weiss Essen,4,1
1975/1976,8,FC Bayer 05 Uerdingen,SV Werder Bremen,2,1
1975/1976,8,1. FC Cologne,MSV Duisburg,3,2
1975/1976,8,Kickers Offenbach,Hertha BSC,2,1
1975/1976,8,FC Schalke 04,Eintracht Braunschweig,5,1
1975/1976,8,Borussia Mönchengladbach,Bayern München,4,1
1975/1976,8,1. FC Kaiserslautern,VfL Bochum,2,1
1975/1976,9,VfL Bochum,Hamburger SV,0,3
1975/1976,9,Hertha BSC,Borussia Mönchengladbach,3,0
1975/1976,9,Eintracht Braunschweig,Kickers Offenbach,5,1
1975/1976,9,FC Bayer 05 Uerdingen,1. FC Cologne,1,1
1975/1976,9,Karlsruher SC,FC Schalke 04,2,2
1975/1976,9,SV Werder Bremen,Fortuna Düsseldorf,3,0
1975/1976,9,Rot-Weiss Essen,MSV Duisburg,5,2
1975/1976,9,Bayern München,Hannover 96,3,1
1975/1976,9,Eintracht Frankfurt,1. FC Kaiserslautern,1,1
1975/1976,10,Fortuna Düsseldorf,FC Bayer 05 Uerdingen,2,0
1975/1976,10,Borussia Mönchengladbach,Eintracht Braunschweig,0,0
1975/1976,10,Hannover 96,Hertha BSC,2,6
1975/1976,10,Kickers Offenbach,Karlsruher SC,0,0
1975/1976,10,1. FC Cologne,Rot-Weiss Essen,3,0
1975/1976,10,Hamburger SV,Eintracht Frankfurt,4,2
1975/1976,10,FC Schalke 04,SV Werder Bremen,4,2
1975/1976,10,MSV Duisburg,VfL Bochum,1,1
1975/1976,10,1. FC Kaiserslautern,Bayern München,2,1
1975/1976,11,VfL Bochum,Rot-Weiss Essen,2,1
1975/1976,11,Eintracht Frankfurt,MSV Duisburg,1,1
1975/1976,11,Hertha BSC,1. FC Kaiserslautern,3,0
1975/1976,11,Fortuna Düsseldorf,1. FC Cologne,0,0
1975/1976,11,SV Werder Bremen,Kickers Offenbach,3,1
1975/1976,11,Eintracht Braunschweig,Hannover 96,3,2
1975/1976,11,Bayern München,Hamburger SV,1,0
1975/1976,11,FC Bayer 05 Uerdingen,FC Schalke 04,3,2
1975/1976,11,Karlsruher SC,Borussia Mönchengladbach,2,4
1975/1976,12,Borussia Mönchengladbach,SV Werder Bremen,3,0
1975/1976,12,Rot-Weiss Essen,Eintracht Frankfurt,4,3
1975/1976,12,FC Schalke 04,Fortuna Düsseldorf,2,0
1975/1976,12,1. FC Cologne,VfL Bochum,1,0
1975/1976,12,Kickers Offenbach,FC Bayer 05 Uerdingen,2,3
1975/1976,12,Hamburger SV,Hertha BSC,2,1
1975/1976,12,Hannover 96,Karlsruher SC,2,0
1975/1976,12,1. FC Kaiserslautern,Eintracht Braunschweig,3,1
1975/1976,12,MSV Duisburg,Bayern München,1,1
1975/1976,13,FC Bayer 05 Uerdingen,Borussia Mönchengladbach,1,1
1975/1976,13,Hertha BSC,MSV Duisburg,1,2
1975/1976,13,Fortuna Düsseldorf,Kickers Offenbach,0,0
1975/1976,13,Eintracht Frankfurt,VfL Bochum,6,0
1975/1976,13,Bayern München,Rot-Weiss Essen,5,1
1975/1976,13,SV Werder Bremen,Hannover 96,0,0
1975/1976,13,Eintracht Braunschweig,Hamburger SV,1,0
1975/1976,13,Karlsruher SC,1. FC Kaiserslautern,3,5
1975/1976,13,FC Schalke 04,1. FC Cologne,3,1
1975/1976,14,Borussia Mönchengladbach,Fortuna Düsseldorf,1,0
1975/1976,14,1. FC Cologne,Eintracht Frankfurt,3,3
1975/1976,14,VfL Bochum,Bayern München,3,1
1975/1976,14,Hannover 96,FC Bayer 05 Uerdingen,3,1
1975/1976,14,MSV Duisburg,Eintracht Braunschweig,1,0
1975/1976,14,1. FC Kaiserslautern,SV Werder Bremen,4,0
1975/1976,14,Hamburger SV,Karlsruher SC,3,0
1975/1976,14,Kickers Offenbach,FC Schalke 04,1,1
1975/1976,14,Rot-Weiss Essen,Hertha BSC,3,1
1975/1976,15,Karlsruher SC,MSV Duisburg,2,2
1975/1976,15,FC Bayer 05 Uerdingen,1. FC Kaiserslautern,2,2
1975/1976,15,Eintracht Braunschweig,Rot-Weiss Essen,1,1
1975/1976,15,FC Schalke 04,Borussia Mönchengladbach,2,2
1975/1976,15,Hertha BSC,VfL Bochum,4,1
1975/1976,15,1. FC Cologne,Kickers Offenbach,4,0
1975/1976,15,Eintracht Frankfurt,Bayern München,6,0
1975/1976,15,Fortuna Düsseldorf,Hannover 96,3,0
1975/1976,15,SV Werder Bremen,Hamburger SV,1,3
1975/1976,16,VfL Bochum,Eintracht Braunschweig,2,0
1975/1976,16,Eintracht Frankfurt,Hertha BSC,1,1
1975/1976,16,Hannover 96,FC Schalke 04,1,1
1975/1976,16,Rot-Weiss Essen,Karlsruher SC,1,0
1975/1976,16,Hamburger SV,FC Bayer 05 Uerdingen,0,0
1975/1976,16,MSV Duisburg,SV Werder Bremen,2,0
1975/1976,16,Borussia Mönchengladbach,Kickers Offenbach,2,0
1975/1976,16,1. FC Kaiserslautern,Fortuna Düsseldorf,2,1
1975/1976,16,Bayern München,1. FC Cologne,1,2
1975/1976,17,Fortuna Düsseldorf,Hamburger SV,1,0
1975/1976,17,Kickers Offenbach,Hannover 96,1,0
1975/1976,17,Karlsruher SC,VfL Bochum,2,2
1975/1976,17,FC Schalke 04,1. FC Kaiserslautern,2,2
1975/1976,17,Eintracht Braunschweig,Eintracht Frankfurt,2,0
1975/1976,17,Hertha BSC,Bayern München,2,1
1975/1976,17,1. FC Cologne,Borussia Mönchengladbach,0,4
1975/1976,17,FC Bayer 05 Uerdingen,MSV Duisburg,0,4
1975/1976,17,SV Werder Bremen,Rot-Weiss Essen,3,3
1975/1976,18,Karlsruher SC,Eintracht Frankfurt,1,0
1975/1976,18,1. FC Cologne,Hertha BSC,2,0
1975/1976,18,Eintracht Braunschweig,Bayern München,1,1
1975/1976,18,Kickers Offenbach,1. FC Kaiserslautern,1,4
1975/1976,18,Borussia Mönchengladbach,Hannover 96,2,0
1975/1976,18,FC Schalke 04,Hamburger SV,0,1
1975/1976,18,SV Werder Bremen,VfL Bochum,4,1
1975/1976,18,FC Bayer 05 Uerdingen,Rot-Weiss Essen,1,1
1975/1976,18,Fortuna Düsseldorf,MSV Duisburg,1,3
1975/1976,19,Eintracht Frankfurt,SV Werder Bremen,2,0
1975/1976,19,Hannover 96,1. FC Cologne,3,3
1975/1976,19,Rot-Weiss Essen,Fortuna Düsseldorf,2,2
1975/1976,19,VfL Bochum,FC Bayer 05 Uerdingen,3,0
1975/1976,19,MSV Duisburg,FC Schalke 04,1,3
1975/1976,19,1. FC Kaiserslautern,Borussia Mönchengladbach,0,3
1975/1976,19,Hertha BSC,Eintracht Braunschweig,1,0
1975/1976,19,Hamburger SV,Kickers Offenbach,2,0
1975/1976,19,Bayern München,Karlsruher SC,2,0
1975/1976,20,1. FC Cologne,Eintracht Braunschweig,1,1
1975/1976,20,FC Schalke 04,Rot-Weiss Essen,5,1
1975/1976,20,FC Bayer 05 Uerdingen,Eintracht Frankfurt,0,5
1975/1976,20,Kickers Offenbach,MSV Duisburg,2,1
1975/1976,20,Karlsruher SC,Hertha BSC,3,0
1975/1976,20,Borussia Mönchengladbach,Hamburger SV,1,1
1975/1976,20,SV Werder Bremen,Bayern München,0,0
1975/1976,20,Hannover 96,1. FC Kaiserslautern,2,0
1975/1976,20,Fortuna Düsseldorf,VfL Bochum,3,1
1975/1976,21,Bayern München,FC Bayer 05 Uerdingen,2,0
1975/1976,21,Rot-Weiss Essen,Kickers Offenbach,2,2
1975/1976,21,Hamburger SV,Hannover 96,3,0
1975/1976,21,1. FC Kaiserslautern,1. FC Cologne,1,1
1975/1976,21,Hertha BSC,SV Werder Bremen,0,0
1975/1976,21,VfL Bochum,FC Schalke 04,1,4
1975/1976,21,Eintracht Braunschweig,Karlsruher SC,2,0
1975/1976,21,MSV Duisburg,Borussia Mönchengladbach,2,3
1975/1976,21,Eintracht Frankfurt,Fortuna Düsseldorf,5,2
1975/1976,22,Borussia Mönchengladbach,Rot-Weiss Essen,1,2
1975/1976,22,FC Bayer 05 Uerdingen,Hertha BSC,1,1
1975/1976,22,Kickers Offenbach,VfL Bochum,1,0
1975/1976,22,FC Schalke 04,Eintracht Frankfurt,2,4
1975/1976,22,Fortuna Düsseldorf,Bayern München,1,1
1975/1976,22,Hannover 96,MSV Duisburg,0,2
1975/1976,22,SV Werder Bremen,Eintracht Braunschweig,0,1
1975/1976,22,1. FC Kaiserslautern,Hamburger SV,2,0
1975/1976,22,1. FC Cologne,Karlsruher SC,1,3
1975/1976,23,VfL Bochum,Borussia Mönchengladbach,2,0
1975/1976,23,Rot-Weiss Essen,Hannover 96,1,0
1975/1976,23,Bayern München,FC Schalke 04,3,2
1975/1976,23,Eintracht Frankfurt,Kickers Offenbach,1,0
1975/1976,23,MSV Duisburg,1. FC Kaiserslautern,1,2
1975/1976,23,Eintracht Braunschweig,FC Bayer 05 Uerdingen,1,0
1975/1976,23,Karlsruher SC,SV Werder Bremen,2,0
1975/1976,23,Hertha BSC,Fortuna Düsseldorf,2,2
1975/1976,23,Hamburger SV,1. FC Cologne,2,1
1975/1976,24,1. FC Kaiserslautern,Rot-Weiss Essen,5,0
1975/1976,24,FC Bayer 05 Uerdingen,Karlsruher SC,1,1
1975/1976,24,Hamburger SV,MSV Duisburg,3,0
1975/1976,24,1. FC Cologne,SV Werder Bremen,1,1
1975/1976,24,FC Schalke 04,Hertha BSC,2,2
1975/1976,24,Hannover 96,VfL Bochum,4,1
1975/1976,24,Kickers Offenbach,Bayern München,2,2
1975/1976,24,Borussia Mönchengladbach,Eintracht Frankfurt,4,2
1975/1976,24,Fortuna Düsseldorf,Eintracht Braunschweig,3,3
1975/1976,25,VfL Bochum,1. FC Kaiserslautern,2,0
1975/1976,25,Eintracht Frankfurt,Hannover 96,5,1
1975/1976,25,MSV Duisburg,1. FC Cologne,0,4
1975/1976,25,SV Werder Bremen,FC Bayer 05 Uerdingen,3,0
1975/1976,25,Rot-Weiss Essen,Hamburger SV,1,1
1975/1976,25,Karlsruher SC,Fortuna Düsseldorf,1,0
1975/1976,25,Bayern München,Borussia Mönchengladbach,4,0
1975/1976,25,Eintracht Braunschweig,FC Schalke 04,4,1
1975/1976,25,Hertha BSC,Kickers Offenbach,1,0
1975/1976,26,Hamburger SV,VfL Bochum,5,3
1975/1976,26,MSV Duisburg,Rot-Weiss Essen,4,0
1975/1976,26,1. FC Kaiserslautern,Eintracht Frankfurt,3,1
1975/1976,26,Borussia Mönchengladbach,Hertha BSC,1,1
1975/1976,26,Kickers Offenbach,Eintracht Braunschweig,4,2
1975/1976,26,1. FC Cologne,FC Bayer 05 Uerdingen,4,0
1975/1976,26,Hannover 96,Bayern München,2,2
1975/1976,26,FC Schalke 04,Karlsruher SC,6,2
1975/1976,26,Fortuna Düsseldorf,SV Werder Bremen,3,0
1975/1976,27,Karlsruher SC,Kickers Offenbach,2,1
1975/1976,27,Eintracht Braunschweig,Borussia Mönchengladbach,0,0
1975/1976,27,Hertha BSC,Hannover 96,1,0
1975/1976,27,Eintracht Frankfurt,Hamburger SV,1,0
1975/1976,27,SV Werder Bremen,FC Schalke 04,1,1
1975/1976,27,VfL Bochum,MSV Duisburg,1,2
1975/1976,27,FC Bayer 05 Uerdingen,Fortuna Düsseldorf,2,0
1975/1976,27,Rot-Weiss Essen,1. FC Cologne,2,3
1975/1976,27,Bayern München,1. FC Kaiserslautern,3,4
1975/1976,28,Borussia Mönchengladbach,Karlsruher SC,4,0
1975/1976,28,MSV Duisburg,Eintracht Frankfurt,1,1
1975/1976,28,Kickers Offenbach,SV Werder Bremen,2,0
1975/1976,28,Hannover 96,Eintracht Braunschweig,2,0
1975/1976,28,1. FC Cologne,Fortuna Düsseldorf,4,0
1975/1976,28,Rot-Weiss Essen,VfL Bochum,1,0
